school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,average_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,school_feeding_status,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
KNU_JHS,Peri-urban,Public,Both,Male,13.0,JHS2,0,81.0,86.0,83.0,83.33333333333333,68.0,77.0,63.0,73,70.25,0,No,30-60 min,Car/trotro/bus,Yes,JHS,Skilled trade,3,1,Yes-some subjects,,4.0,3.0,4.0,3.0,No,Yes-once,Long distance/transport,Medium,Often,Once,4.0,,0
WEWE,Rural,Public,Both,Female,6.0,P4,0.1,78.6,77.3,86.4,80.76666666666667,70.1,69.7,77.5,72.1,72.35,1,No,30-60 min,Car/trotro/bus,Yes,SHS,Farming/fishing,4.9,1,Yes-some subjects,More than 2 hrs,4.4,3.7,5.3,4.8,Yes,No,Long distance/transport,Medium,Sometimes,Once,3.8,1 activity,0
AYED_RC,Rural,Public,Both,Male,13.0,JHS2,0.1,77.1,69.3,75.8,74.06666666666666,65.1,64.2,65.3,54.3,62.22500000000001,1,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Trading/market,2.3,1,Yes-some subjects,More than 2 hrs,3.7,3.6,3.0,1.9,Yes,Yes-once,Work to earn,Medium,Sometimes,2-3 times,1.7,2 activities,0
WEWE,Rural,Public,Both,Male,6.0,P4,0.1,77.8,80.5,83.4,80.56666666666668,70.7,56.7,76.3,65.1,67.19999999999999,1,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.7,1,Yes-some subjects,More than 2 hrs,1.7,2.8,3.0,4.0,Yes,No,Work to earn,Medium,Often,Once,1.9,1 activity,0
AYED_RC,Rural,Public,Both,Female,12.7,JHS1,0.7,83.5,86.0,82.6,84.03333333333333,78.8,72.1,81.3,84,79.05,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Trading/market,5.2,1,Yes-some subjects,More than 2 hrs,3.9,4.1,4.6,2.7,Yes,No,Nothing-come regularly,Medium,Often,Once,4.1,2 activities,0
WEWE,Rural,Public,Both,Female,6.0,P4,2,65.0,64.0,69.0,66.0,59.0,60.0,57.0,57,58.25,1,No,15-30 min,Walk,Yes,Tertiary,Trading/market,3,1,Yes-some subjects,More than 2 hrs,2.0,3.0,1.0,2.0,Yes,No,Work to earn,Medium,Sometimes,Never,1.0,,0
KNU_JHS,Peri-urban,Public,Questionnaire,Female,9.0,JHS1,0,82.0,99.0,80.0,87.0,73.0,68.0,57.0,81,69.75,0,Unknown,30-60 min,Car/trotro/bus,Don't know,Don't know,Employed,4,1,Yes-some subjects,Less than 1 hr,5.0,3.0,5.0,2.0,No,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,Never,4.0,2 activities,0
WEWE,Rural,Public,Both,Male,7.0,P4,0,75.0,79.0,76.0,76.66666666666667,66.0,66.0,71.0,65,67.0,1,No,Less than 15 min,Walk,No,SHS,Farming/fishing,3,1,Yes-some subjects,More than 2 hrs,3.0,5.0,4.0,4.0,Yes,Yes-once,Work to earn,Medium,Sometimes,Once,4.0,1 activity,0
WEWE,Rural,Public,Both,Female,6.0,P4,0,94.0,98.0,98.0,96.66666666666669,75.0,72.0,57.0,87,72.75,1,Yes,15-30 min,Car/trotro/bus,Don't know,SHS,Not collected,r,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,2.0,No,"Yes, once",Help at home,Low,Never,Never,1.0,,1
WEWE,Rural,Public,Both,Female,12.0,P6,0,92.0,93.0,93.0,92.66666666666669,73.0,77.0,70.0,89,77.25,1,No,More than 1 hour,Car/trotro/bus,No,JHS,Trading/market,2,0,Yes-some subjects,1-2 hrs,4.0,5.0,4.0,5.0,No,"Yes, more than once",Nothing-come regularly,Medium,Always,Once,5.0,,0
KNU_JHS,Peri-urban,Public,Both,Female,12.0,JHS1,0,62.0,65.0,64.0,63.66666666666666,39.0,48.0,38.0,52,44.25,0,Yes,Less than 15 min,Walk,Yes,SHS,Skilled trade,6,1,No-borrow/share,More than 2 hrs,3.0,4.0,3.0,2.0,Yes,No,Work to earn,Low,Sometimes,Never,2.0,,1
KNU_JHS,Peri-urban,Public,Both,Female,10.7,JHS1,0.1,81.6,78.1,76.3,78.9,80.4,74.3,55.0,81.9,72.9,0,No,15-30 min,Walk,No,Tertiary,Employed,3.2,1,Yes-all subjects,1-2 hrs,5.1,3.3,3.7,3.0,No,No,Long distance/transport,Medium,Always,Never,3.8,1 activity,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,89.0,88.0,88.0,88.33333333333333,57.0,86.0,62.0,89,73.5,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Trading/market,3,1,Yes-some subjects,1-2 hrs,5.0,3.0,5.0,3.0,No,No,Nothing-come regularly,High,Always,Never,3.0,1 activity,0
WEWE,Rural,Public,Both,Female,7.0,P5,2,20.0,37.0,0.0,19.0,20.0,33.0,17.0,30,25.0,1,No,30-60 min,Car/trotro/bus,No,JHS,No paid work,1,0,No-borrow/share,Less than 1 hr,2.0,2.0,2.0,1.0,Yes,No,Safety on way,Low,Sometimes,Once,1.0,2 activities,1
KNU_JHS,Peri-urban,Public,Both,Female,13.0,JHS2,0,95.0,99.0,99.0,97.66666666666669,70.0,84.0,72.0,82,77.0,0,No,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Trading/market,3,1,Yes-some subjects,More than 2 hrs,4.0,4.0,4.0,3.0,No,No,Nothing-come regularly,Medium,Often,Once,4.0,2 activities,0
WEWE,Rural,Public,Both,Male,8.0,P5,0,75.0,79.0,76.0,76.66666666666667,66.0,66.0,71.0,65,67.0,1,No,Less than 15 min,Walk,No,SHS,Farming/fishing,3,1,Yes-some subjects,More than 2 hrs,3.0,5.0,4.0,4.0,Yes,Yes-once,Work to earn,Medium,Sometimes,Once,4.0,1 activity,0
SHI,Peri-urban,Private,Both,Male,13.0,JHS2,0,86.0,88.0,78.0,84.0,60.0,58.0,62.0,63,60.75,0,No,Less than 15 min,Walk,No,JHS,Farming/fishing,3,1,Yes-some subjects,,4.0,3.0,5.0,5.0,Yes,No,Work to earn,Medium,Rarely,Once,4.0,1 activity,0
WEWE,Rural,Public,Both,Female,12.0,P6,1,93.0,92.0,92.0,92.33333333333331,84.0,54.0,94.0,95,81.75,1,No,30-60 min,Walk,No,SHS,Trading/market,1,1,Yes-some subjects,Less than 1 hr,4.0,5.0,4.0,5.0,Yes,"Yes, once",Nothing-come regularly,High,Often,Never,5.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,12.1,JHS1,0.2,83.5,78.6,80.9,82.9,59.5,71.6,65.8,69.6,66.625,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.9,1,Yes-all subjects,1-2 hrs,3.8,3.4,2.6,2.5,Yes,No,Work to earn,High,Often,More than 3 times,2.2,,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,98.0,93.0,93.0,94.66666666666669,66.0,54.0,84.0,72,69.0,1,No,15-30 min,Walk,No,SHS,Trading/market,21,1,Yes-some subjects,More than 2 hrs,3.0,3.0,3.0,3.0,No,"Yes, once",Nothing-come regularly,Low,Always,Never,3.0,1 activity,0
WEWE,Rural,Public,Both,Female,12.0,P6,0,95.0,89.0,89.0,91.0,76.0,56.0,52.0,75,64.75,1,No,More than 1 hour,Car/trotro/bus,No,JHS,Farming/fishing,2,1,Yes-some subjects,More than 2 hrs,4.0,3.0,4.0,3.0,Yes,"Yes, more than once",Nothing-come regularly,High,Sometimes,Once,3.0,2 activities,0
KNU_JHS,Peri-urban,Public,Questionnaire,Female,11.0,JHS2,0,96.0,95.0,80.0,90.33333333333331,79.0,76.0,82.0,60,74.25,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Employed,4,1,Yes-all subjects,1-2 hrs,3.0,5.0,5.0,3.0,No,No,Nothing-come regularly,High,Never,Never,5.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,10.0,P4,0,87.0,90.0,92.0,89.66666666666667,84.0,75.0,85.0,76,80.0,0,No,Less than 15 min,Walk,Yes,Tertiary,Skilled trade,3,1,No-borrow/share,1-2 hrs,5.0,3.0,3.0,4.0,No,No,Nothing-come regularly,Medium,Often,Once,4.0,2 activities,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,85.0,99.0,99.0,94.33333333333331,58.0,53.0,57.0,85,63.25,1,Unknown,15-30 min,Car/trotro/bus,Don't know,JHS,Employed,1,1,Yes-some subjects,1-2 hrs,3.0,5.0,3.0,5.0,No,"Yes, more than once",Nothing-come regularly,Low,Always,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,12.0,JHS1,0,90.0,88.0,93.0,90.33333333333331,82.0,72.0,74.0,83,77.75,0,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Employed,4,1,Yes-some subjects,1-2 hrs,3.0,5.0,3.0,2.0,Yes,No,Help at home,High,Often,2-3 times,4.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,10.0,P4,0,91.0,85.0,90.0,88.66666666666667,77.0,68.0,74.0,77,74.0,0,No,Less than 15 min,Walk,No,Tertiary,Trading/market,3,1,Yes-some subjects,More than 2 hrs,5.0,4.0,4.0,3.0,Yes,No,Help at home,Medium,Always,Never,4.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,14.0,JHS2,0,77.0,82.0,79.0,79.33333333333333,70.0,74.0,75.0,67,71.5,0,No,15-30 min,Walk,Yes,Tertiary,Trading/market,3,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,4.0,Yes,No,Work to earn,High,Always,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,6.0,P4,0,79.1,81.4,84.9,81.8,66.3,57.4,69.4,68,65.275,1,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,3.3,1,Yes-some subjects,More than 2 hrs,1.4,2.8,2.6,3.7,Yes,No,Work to earn,Medium,Often,Once,2.0,1 activity,0
WEWE,Rural,Public,Both,Male,12.0,JHS1,0,86.0,95.0,95.0,92.0,69.0,49.0,53.0,56,56.75,1,Yes,More than 1 hour,Car/trotro/bus,Yes,JHS,Employed,2,1,Yes-some subjects,Less than 1 hr,5.0,5.0,5.0,5.0,Yes,"Yes, once",Nothing-come regularly,Medium,Always,Once,5.0,1 activity,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,98.0,91.0,91.0,93.33333333333331,47.0,75.0,96.0,81,74.75,1,Yes,15-30 min,Car/trotro/bus,Yes,Tertiary,Farming/fishing,3,1,Yes-some subjects,Less than 1 hr,3.0,3.0,3.0,3.0,No,No,Nothing-come regularly,Medium,Never,Never,3.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,12.0,JHS1,0,88.0,92.0,92.0,90.66666666666669,78.0,67.0,71.0,78,73.5,0,No,Less than 15 min,Walk,Yes,JHS,Skilled trade,2,1,Yes-some subjects,Less than 1 hr,4.0,4.0,4.0,3.0,No,Yes-once,Health problems,Medium,Never,Once,2.0,,0
KNU_JHS,Peri-urban,Public,Both,Female,12.0,JHS1,0,83.0,82.0,83.0,82.66666666666667,69.0,64.0,68.0,73,68.5,0,No,15-30 min,Walk,Yes,SHS,Trading/market,2,1,Yes-all subjects,1-2 hrs,4.0,5.0,4.0,5.0,Yes,No,Work to earn,High,Always,Never,4.0,,0
SHI,Peri-urban,Private,Both,Female,14.0,JHS1,0,85.0,87.0,90.0,87.33333333333333,68.0,57.0,57.0,63,61.25,0,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,2,1,No-borrow/share,Less than 1 hr,4.0,3.0,4.0,3.0,Yes,No,Help at home,Medium,Often,Once,2.0,,0
WEWE,Rural,Public,Both,Male,6.0,P4,0,79.1,81.4,84.9,81.8,66.3,57.4,69.4,68,65.275,1,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,3.3,1,Yes-some subjects,More than 2 hrs,1.4,2.8,2.6,3.7,Yes,No,Work to earn,Medium,Often,Once,2.0,1 activity,0
WEWE,Rural,Public,Both,Female,7.0,P5,1.1,72.8,99.5,85.3,85.86666666666667,63.5,58.8,53.0,77.3,63.150000000000006,1,No,Less than 15 min,Car/trotro/bus,No,JHS,Employed,4.5,1,Yes-some subjects,Less than 1 hr,5.2,4.9,4.7,5.2,Yes,Yes-more than once,Long distance/transport,High,Always,Never,4.6,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,11.2,JHS1,0.4,77.0,88.0,80.0,84.8,58.7,61.5,73.9,62.9,64.25,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,4.2,1,Yes-all subjects,Less than 1 hr,3.6,3.5,4.4,3.1,No ,"Yes, more than once",Nothing-come regularly,High,Sometimes,Never,1.5,1 activity,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,85.0,88.0,88.0,87.0,54.0,78.0,58.0,52,60.5,1,No,More than 1 hour,Walk,No,SHS,Trading/market,3,1,Yes-some subjects,Less than 1 hr,3.0,3.0,3.0,3.0,No,"Yes, more than once",Nothing-come regularly,Medium,Often,Never,3.0,1 activity,0
WEWE,Rural,Public,Both,Female,12.0,JHS1,0,95.0,90.0,90.0,91.66666666666669,94.0,45.0,80.0,77,74.0,1,No,15-30 min,Walk,No,Don't know,Employed,4,0,Yes-some subjects,1-2 hrs,3.0,3.0,3.0,3.0,No,"Yes, once",Nothing-come regularly,Medium,Sometimes,Once,3.0,2 activities,0
WEWE,Rural,Public,Both,Female,8.0,P5,2,20.0,37.0,0.0,19.0,63.0,20.0,27.0,33,35.75,1,No,30-60 min,Car/trotro/bus,No,JHS,No paid work,4,0,No textbooks,Less than 1 hr,3.0,1.0,1.0,5.0,Yes,Yes-more than once,Nothing-come regularly,Low,Rarely,More than 3 times,2.0,,1
KNU_JHS,Peri-urban,Public,Both,Male,11.0,P4,0,77.0,84.0,75.0,78.66666666666667,76.0,77.0,77.0,70,75.0,0,No,30-60 min,Car/trotro/bus,Yes,Tertiary,Employed,5,1,Yes-some subjects,1-2 hrs,4.0,3.0,4.0,4.0,No,No,Long distance/transport,Medium,Always,Once,4.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,14.0,JHS1,0,68.0,64.0,62.0,64.66666666666667,65.0,55.0,68.0,60,62.0,0,No,30-60 min,Car/trotro/bus,Yes,JHS,Trading/market,1,1,Yes-all subjects,1-2 hrs,3.0,5.0,2.0,3.0,Yes,No,Long distance/transport,High,Rarely,More than 3 times,2.0,,1
WEWE,Rural,Public,Both,Female,7.0,P4,2,20.0,37.0,0.0,19.0,27.0,37.0,27.0,77,42.0,1,No,More than 1 hour,Walk,No,JHS,Farming/fishing,0,0,No textbooks,Less than 1 hr,2.0,2.0,2.0,1.0,Yes,No,Work to earn,Low,Rarely,Never,1.0,,1
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,86.0,99.0,99.0,94.66666666666669,71.0,70.0,74.0,60,68.75,1,Yes,30-60 min,Car/trotro/bus,Don't know,Tertiary,Farming/fishing,1,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,No,Nothing-come regularly,Medium,Always,Once,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.0,JHS1,0,89.0,90.0,94.0,91.0,78.0,80.0,71.0,80,77.25,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Skilled trade,2,1,Yes-all subjects,1-2 hrs,5.0,3.0,5.0,5.0,Yes,Yes-once,Help at home,High,Sometimes,Once,5.0,2 activities,0
AYED_RC,Rural,Public,Both,Male,11.0,P5,1,63.0,69.0,69.0,67.0,45.0,50.0,46.0,51,48.0,1,Yes,Less than 15 min,Walk,Yes,JHS,No paid work,2,1,Yes-some subjects,,3.0,3.0,3.0,3.0,Yes,Yes-once,Work to earn,Low,Sometimes,Never,3.0,,1
KNU_JHS,Peri-urban,Public,Questionnaire,Male,11.0,JHS1,0,84.0,77.0,95.0,85.33333333333333,74.0,55.0,75.0,60,66.0,0,No,Less than 15 min,Car/trotro/bus,No,Don't know,Employed,3,1,Yes-all subjects,More than 2 hrs,5.0,5.0,5.0,3.0,No,"Yes, once",Nothing-come regularly,Medium,Sometimes,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,7.0,P5,0.1,77.8,80.5,83.4,80.56666666666668,70.7,56.7,76.3,65.1,67.19999999999999,1,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.7,1,Yes-some subjects,More than 2 hrs,1.7,2.8,3.0,4.0,Yes,No,Work to earn,Medium,Often,Once,1.9,1 activity,0
WEWE,Rural,Public,Both,Female,9.0,P5,0,90.0,71.0,77.0,79.33333333333333,70.0,69.0,64.0,76,69.75,1,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,5,1,Yes-all subjects,1-2 hrs,5.0,1.0,5.0,1.0,No,No,Nothing-come regularly,Medium,Always,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,12.0,JHS1,0,71.0,73.0,79.0,74.33333333333333,57.0,63.0,55.0,59,58.5,0,No,Less than 15 min,Walk,Yes,Tertiary,Employed,4,1,Yes-some subjects,1-2 hrs,2.0,4.0,3.0,4.0,Yes,No,Work to earn,Medium,Often,Never,2.0,1 activity,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,93.0,95.0,95.0,94.33333333333331,54.0,42.0,67.0,75,59.5,1,Yes,30-60 min,Walk,Yes,SHS,Farming/fishing,2,1,Yes-some subjects,1-2 hrs,5.0,3.0,5.0,3.0,No,"Yes, once",Nothing-come regularly,Medium,Often,Never,3.0,,0
SHI,Peri-urban,Private,Both,Male,12.0,JHS1,1,74.0,71.0,74.0,73.0,50.0,46.0,38.0,43,44.25,0,No,15-30 min,Car/trotro/bus,Yes,JHS,Farming/fishing,3,1,No textbooks,,3.0,3.0,4.0,5.0,Yes,Yes-more than once,Work to earn,Low,Rarely,Once,4.0,,1
SHI,Peri-urban,Private,Both,Female,11.9,JHS1,0.2,76.6,77.8,86.3,80.23333333333333,65.2,65.1,70.2,60.4,65.225,0,No,Less than 15 min,Walk,Yes,JHS,Trading/market,3.3,1,Yes-some subjects,,3.8,3.8,3.5,3.8,Yes,No,Help at home,Medium,Often,Never,1.8,,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,98.0,98.0,98.0,98.0,63.0,83.0,96.0,46,72.0,1,Yes,15-30 min,Car/trotro/bus,Yes,Don't know,Employed,2,1,Yes-some subjects,1-2 hrs,5.0,3.0,5.0,3.0,No,No,Nothing-come regularly,Medium,Often,Never,3.0,1 activity,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,96.0,92.0,92.0,93.33333333333331,94.0,48.0,74.0,43,64.75,1,Yes,More than 1 hour,Car/trotro/bus,Don't know,SHS,Skilled trade,2,1,Yes-all subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,No,Nothing-come regularly,Don't know,Sometimes,Never,5.0,,0
KNU_JHS,Peri-urban,Public,Questionnaire,Female,11.0,JHS1,0,85.0,76.0,92.0,84.33333333333333,62.0,65.0,77.0,57,65.25,0,No,30-60 min,Car/trotro/bus,No,Tertiary,Employed,3,1,Yes-all subjects,1-2 hrs,5.0,2.0,5.0,1.0,No,"Yes, more than once",Long distance/transport,Medium,Rarely,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,8.0,P5,0,92.0,93.0,93.0,92.66666666666669,73.0,77.0,70.0,89,77.25,1,No,More than 1 hour,Car/trotro/bus,No,JHS,Trading/market,2,0,Yes-some subjects,1-2 hrs,4.0,5.0,4.0,5.0,No,"Yes, more than once",Nothing-come regularly,Medium,Always,Once,5.0,,0
WEWE,Rural,Public,Both,Female,8.0,P5,0,92.0,85.0,93.0,90.0,69.0,57.0,68.0,68,65.5,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,1,1,No-borrow/share,1-2 hrs,5.0,4.0,1.0,2.0,No,No,Nothing-come regularly,Medium,Sometimes,More than 3 times,2.0,1 activity,0
SHI,Peri-urban,Private,Both,Male,12.1,JHS1,0,79.1,81.4,84.9,81.8,66.3,57.4,69.4,68,65.275,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,3.3,1,Yes-some subjects,More than 2 hrs,1.4,2.8,2.6,3.7,Yes,No,Work to earn,Medium,Often,Once,2.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,10.0,P4,0,94.0,89.0,89.0,90.66666666666669,81.0,77.0,74.0,81,78.25,0,No,Less than 15 min,Walk,Yes,Tertiary,Trading/market,4,1,Yes-some subjects,More than 2 hrs,5.0,4.0,4.0,4.0,No,No,Nothing-come regularly,Medium,Sometimes,Never,4.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,14.0,JHS1,0,76.0,69.0,73.0,72.66666666666667,70.0,68.0,61.0,70,67.25,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Skilled trade,2,1,No-borrow/share,1-2 hrs,3.0,5.0,4.0,4.0,Yes,No,Work to earn,Medium,Often,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,7.0,P5,0.5,86.4,89.6,83.2,86.39999999999999,62.2,58.5,59.6,64.5,61.2,1,No,Less than 15 min,Walk,No,JHS,Farming/fishing,3,1,Yes-some subjects,1-2 hrs,4.2,3.4,4.6,4.8,Yes,No,Work to earn,Medium,Rarely,Once,4.1,1 activity,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,94.0,98.0,98.0,96.66666666666669,75.0,72.0,57.0,87,72.75,1,Yes,15-30 min,Car/trotro/bus,Don't know,SHS,Skilled trade,3,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,"Yes, once",Nothing-come regularly,Medium,Always,Never,5.0,,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,92.0,89.0,89.0,90.0,60.0,87.0,71.0,92,77.5,1,Unknown,15-30 min,Walk,Don't know,SHS,Employed,2,1,No textbooks,More than 2 hrs,3.0,5.0,3.0,5.0,No,No,Nothing-come regularly,Medium,Sometimes,Never,5.0,3 activities,0
SHI,Peri-urban,Private,Both,Male,12.2,JHS1,0,78.1,75.9,85.1,79.7,68.2,57.5,73.1,66.6,66.35,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,3.4,1,Yes-some subjects,More than 2 hrs,1.4,3.3,2.8,4.4,Yes,No,Work to earn,Medium,Often,Once,1.7,1 activity,0
SHI,Peri-urban,Private,Both,Male,13.2,JHS1,0.2,73.4,75.0,71.2,73.2,43.0,49.9,46.6,42.2,45.425,0,Yes,Less than 15 min,Walk,Yes,JHS,Farming/fishing,2.8,1,No textbooks,1-2 hrs,4.1,3.9,3.1,3.2,Yes,Yes-more than once,Work to earn,Low,Never,More than 3 times,4.5,2 activities,1
KNU_JHS,Peri-urban,Public,Both,Female,12.3,JHS1,0,88.9,81.7,86.9,84.4,68.8,62.6,73.3,70,68.675,0,No,Less than 15 min,Walk,Yes,Don't know,Employed,2.7,1,Yes-some subjects,Less than 1 hr,3.9,3.8,5.2,4.1,Yes,No,Help at home,Medium,Never,Once,5.1,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,14.0,JHS1,0,74.0,70.0,74.0,72.66666666666667,65.0,62.0,59.0,56,60.5,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Employed,1,1,Yes-some subjects,1-2 hrs,4.0,4.0,3.0,4.0,Yes,No,Work to earn,Medium,Often,Once,4.0,1 activity,0
AYED_RC,Rural,Public,Both,Male,9.9,P4,0.4,90.4,93.1,83.8,89.10000000000001,91.1,58.5,58.0,52.4,65.0,1,No,Less than 15 min,Car/trotro/bus,No,Don't know,Trading/market,1.4,1,No textbooks,1-2 hrs,0.9,3.6,2.9,5.7,No,No,Nothing-come regularly,High,Sometimes,Never,5.2,1 activity,0
WEWE,Rural,Public,Both,Male,12.0,JHS1,1,87.0,87.0,87.0,87.0,65.0,40.0,51.0,48,51.0,1,No,More than 1 hour,Walk,No,JHS,Employed,1,1,Yes-some subjects,1-2 hrs,3.0,3.0,3.0,3.0,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,3.0,,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,10.0,JHS1,0,83.0,83.0,77.0,81.0,91.0,75.0,48.0,71,71.25,0,No,15-30 min,Car/trotro/bus,No,Don't know,Employed,3,1,Yes-all subjects,1-2 hrs,5.0,2.0,5.0,5.0,No,No,Nothing-come regularly,High,Often,Never,5.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,13.5,JHS2,0.7,68.5,72.6,79.3,71.5,52.3,61.4,62.5,57.7,58.475,0,Yes,30-60 min,Walk,Yes,SHS,Skilled trade,4,1,No-borrow/share,1-2 hrs,5.3,3.2,4.3,4.0,Yes,Yes-more than once,Long distance/transport,Low,Sometimes,More than 3 times,5.3,1 activity,0
WEWE,Rural,Public,Both,Male,6.0,P4,0,75.0,79.0,76.0,76.66666666666667,66.0,66.0,71.0,65,67.0,1,No,Less than 15 min,Walk,No,SHS,Farming/fishing,3,1,Yes-some subjects,More than 2 hrs,3.0,5.0,4.0,4.0,Yes,Yes-once,Work to earn,Medium,Sometimes,Once,4.0,1 activity,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,98.0,92.0,92.0,94.0,84.0,84.0,54.0,54,69.0,1,No,30-60 min,Walk,No,SHS,Employed,3,1,Yes-some subjects,More than 2 hrs,5.0,5.0,5.0,5.0,Yes,No,Nothing-come regularly,High,Always,Once,5.0,,0
KNU_JHS,Peri-urban,Public,Both,Male,13.0,JHS1,0,89.0,89.0,82.0,86.66666666666667,84.0,88.0,86.0,84,85.5,0,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Trading/market,3,1,Yes-all subjects,1-2 hrs,4.0,4.0,4.0,4.0,Yes,No,Help at home,High,Often,Once,3.0,,0
KNU_JHS,Peri-urban,Public,Both,Male,13.0,JHS1,0,87.0,83.0,86.0,85.33333333333333,78.0,66.0,72.0,80,74.0,0,No,Less than 15 min,Walk,No,SHS,Trading/market,3,1,Yes-all subjects,More than 2 hrs,5.0,5.0,4.0,4.0,Yes,No,Help at home,High,Sometimes,Never,4.0,2 activities,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,92.0,95.0,95.0,94.0,67.0,84.0,91.0,91,83.25,1,Unknown,15-30 min,Car/trotro/bus,Don't know,JHS,Farming/fishing,31,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,"Yes, more than once",Nothing-come regularly,Medium,Always,Never,5.0,2 activities,0
WEWE,Rural,Public,Both,Female,7.0,P4,2,20.0,37.0,0.0,19.0,27.0,37.0,27.0,77,42.0,1,No,More than 1 hour,Walk,No,JHS,Farming/fishing,0,0,No textbooks,Less than 1 hr,2.0,2.0,2.0,1.0,Yes,No,Work to earn,Low,Rarely,Never,1.0,,1
WEWE,Rural,Public,Both,Female,8.0,P5,0.7,83.5,86.0,82.6,84.03333333333333,78.8,72.1,81.3,84,79.05,1,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Trading/market,5.2,1,Yes-some subjects,More than 2 hrs,3.9,4.1,4.6,2.7,Yes,No,Nothing-come regularly,Medium,Often,Once,4.1,2 activities,0
